cbsa_code,cbsa_title,cbsa_type,primary_state,state_list
34780,"Muskogee, OK",micro,OK,OK
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",metro,SC,SC
34860,"Nacogdoches, TX",micro,TX,TX
34880,"Nantucket, MA",micro,MA,MA
34900,"Napa, CA",metro,CA,CA
34940,"Naples-Marco Island, FL",metro,FL,FL
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro,TN,TN
35020,"Natchez, MS-LA",micro,MS,MS-LA
35060,"Natchitoches, LA",micro,LA,LA
35100,"New Bern, NC",micro,NC,NC
35140,"Newberry, SC",micro,SC,SC
35220,"New Castle, IN",micro,IN,IN
35300,"New Haven, CT",metro,CT,CT
35340,"New Iberia, LA",micro,LA,LA
35380,"New Orleans-Metairie, LA",metro,LA,LA
35420,"New Philadelphia-Dover, OH",micro,OH,OH
35440,"Newport, OR",micro,OR,OR
35460,"Newport, TN",micro,TN,TN
35580,"New Ulm, MN",micro,MN,MN
35620,"New York-Newark-Jersey City, NY-NJ",metro,NY,NY-NJ
35660,"Niles, MI",metro,MI,MI
35700,"Nogales, AZ",micro,AZ,AZ
35740,"Norfolk, NE",micro,NE,NE
35820,"North Platte, NE",micro,NE,NE
35840,"North Port-Bradenton-Sarasota, FL",metro,FL,FL
35900,"North Wilkesboro, NC",micro,NC,NC
35940,"Norwalk, OH",micro,OH,OH
35980,"Norwich-New London-Willimantic, CT",metro,CT,CT
36020,"Oak Harbor, WA",micro,WA,WA
36100,"Ocala, FL",metro,FL,FL
36180,"Ocean Pines, MD",micro,MD,MD
36220,"Odessa, TX",metro,TX,TX
36260,"Ogden, UT",metro,UT,UT
36340,"Oil City, PA",micro,PA,PA
36380,"Okeechobee, FL",micro,FL,FL
36420,"Oklahoma City, OK",metro,OK,OK
36460,"Olean, NY",micro,NY,NY
36500,"Olympia-Lacey-Tumwater, WA",metro,WA,WA
36540,"Omaha, NE-IA",metro,NE,NE-IA
36580,"Oneonta, NY",micro,NY,NY
36620,"Ontario, OR-ID",micro,OR,OR-ID
36660,"Opelousas, LA",micro,LA,LA
36700,"Orangeburg, SC",micro,SC,SC
36740,"Orlando-Kissimmee-Sanford, FL",metro,FL,FL
36780,"Oshkosh-Neenah, WI",metro,WI,WI
36820,"Oskaloosa, IA",micro,IA,IA
36830,"Othello, WA",micro,WA,WA
36837,"Ottawa, IL",micro,IL,IL
36840,"Ottawa, KS",micro,KS,KS
36900,"Ottumwa, IA",micro,IA,IA
36940,"Owatonna, MN",micro,MN,MN
36980,"Owensboro, KY",metro,KY,KY
37020,"Owosso, MI",micro,MI,MI
37060,"Oxford, MS",micro,MS,MS
37100,"Oxnard-Thousand Oaks-Ventura, CA",metro,CA,CA
37120,"Ozark, AL",micro,AL,AL
37140,"Paducah, KY-IL",metro,KY,KY-IL
37220,"Pahrump, NV",micro,NV,NV
37260,"Palatka, FL",micro,FL,FL
37300,"Palestine, TX",micro,TX,TX
37340,"Palm Bay-Melbourne-Titusville, FL",metro,FL,FL
37420,"Pampa, TX",micro,TX,TX
37460,"Panama City-Panama City Beach, FL",metro,FL,FL
37500,"Paragould, AR",micro,AR,AR
37540,"Paris, TN",micro,TN,TN
37580,"Paris, TX",micro,TX,TX
37620,"Parkersburg-Vienna, WV",metro,WV,WV
37740,"Payson, AZ",micro,AZ,AZ
37800,"Pella, IA",micro,IA,IA
37860,"Pensacola-Ferry Pass-Brent, FL",metro,FL,FL
37900,"Peoria, IL",metro,IL,IL
37940,"Peru, IN",micro,IN,IN
37950,"Petoskey, MI",micro,MI,MI
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro,PA,PA-NJ-DE-MD
38060,"Phoenix-Mesa-Chandler, AZ",metro,AZ,AZ
38100,"Picayune, MS",micro,MS,MS
38180,"Pierre, SD",micro,SD,SD
38210,"Pikeville, KY",micro,KY,KY
38220,"Pine Bluff, AR",micro,AR,AR
38240,"Pinehurst-Southern Pines, NC",metro,NC,NC
38260,"Pittsburg, KS",micro,KS,KS
38300,"Pittsburgh, PA",metro,PA,PA
38340,"Pittsfield, MA",metro,MA,MA
38380,"Plainview, TX",micro,TX,TX
38420,"Platteville, WI",micro,WI,WI
38460,"Plattsburgh, NY",micro,NY,NY
38500,"Plymouth, IN",micro,IN,IN
38540,"Pocatello, ID",metro,ID,ID
38620,"Ponca City, OK",micro,OK,OK
38660,"Ponce, PR",metro,PR,PR
38700,"Pontiac, IL",micro,IL,IL
38740,"Poplar Bluff, MO",micro,MO,MO
38820,"Port Angeles, WA",micro,WA,WA
38860,"Portland-South Portland, ME",metro,ME,ME
38900,"Portland-Vancouver-Hillsboro, OR-WA",metro,OR,OR-WA
38920,"Port Lavaca, TX",micro,TX,TX
38940,"Port St. Lucie, FL",metro,FL,FL
39020,"Portsmouth, OH",micro,OH,OH
39040,"Port Townsend, WA",micro,WA,WA
39060,"Pottsville, PA",micro,PA,PA
39150,"Prescott Valley-Prescott, AZ",metro,AZ,AZ
39220,"Price, UT",micro,UT,UT
39300,"Providence-Warwick, RI-MA",metro,RI,RI-MA
39340,"Provo-Orem-Lehi, UT",metro,UT,UT
39380,"Pueblo, CO",metro,CO,CO
39420,"Pullman, WA",micro,WA,WA
39460,"Punta Gorda, FL",metro,FL,FL
39480,"Putnam, CT",micro,CT,CT
39500,"Quincy, IL-MO",micro,IL,IL-MO
39540,"Racine-Mount Pleasant, WI",metro,WI,WI
39580,"Raleigh-Cary, NC",metro,NC,NC
39660,"Rapid City, SD",metro,SD,SD
39700,"Raymondville, TX",micro,TX,TX
39740,"Reading, PA",metro,PA,PA
39780,"Red Bluff, CA",micro,CA,CA
39820,"Redding, CA",metro,CA,CA
39860,"Red Wing, MN",micro,MN,MN
39900,"Reno, NV",metro,NV,NV
39940,"Rexburg, ID",micro,ID,ID
39960,"Rice Lake, WI",micro,WI,WI
39980,"Richmond, IN",micro,IN,IN
40060,"Richmond, VA",metro,VA,VA
40080,"Richmond-Berea, KY",micro,KY,KY
40090,"Rifle, CO",micro,CO,CO
40100,"Rio Grande City-Roma, TX",micro,TX,TX
40140,"Riverside-San Bernardino-Ontario, CA",metro,CA,CA
40180,"Riverton, WY",micro,WY,WY
40220,"Roanoke, VA",metro,VA,VA
40260,"Roanoke Rapids, NC",micro,NC,NC
40300,"Rochelle, IL",micro,IL,IL
40340,"Rochester, MN",metro,MN,MN
40380,"Rochester, NY",metro,NY,NY
40420,"Rockford, IL",metro,IL,IL
40460,"Rockingham, NC",micro,NC,NC
40540,"Rock Springs, WY",micro,WY,WY
40580,"Rocky Mount, NC",metro,NC,NC
40620,"Rolla, MO",micro,MO,MO
40660,"Rome, GA",metro,GA,GA
40700,"Roseburg, OR",micro,OR,OR
40740,"Roswell, NM",micro,NM,NM
40760,"Ruidoso, NM",micro,NM,NM
40770,"Russellville, AL",micro,AL,AL
40780,"Russellville, AR",micro,AR,AR
40820,"Ruston, LA",micro,LA,LA
40860,"Rutland, VT",micro,VT,VT
40900,"Sacramento-Roseville-Folsom, CA",metro,CA,CA
40940,"Safford, AZ",micro,AZ,AZ
40980,"Saginaw, MI",metro,MI,MI
41060,"St. Cloud, MN",metro,MN,MN
41100,"St. George, UT",metro,UT,UT
41140,"St. Joseph, MO-KS",metro,MO,MO-KS
41180,"St. Louis, MO-IL",metro,MO,MO-IL
41260,"St. Marys, PA",micro,PA,PA
41400,"Salem, OH",micro,OH,OH
41420,"Salem, OR",metro,OR,OR
41460,"Salina, KS",micro,KS,KS
41500,"Salinas, CA",metro,CA,CA
41540,"Salisbury, MD",metro,MD,MD
41620,"Salt Lake City-Murray, UT",metro,UT,UT
41660,"San Angelo, TX",metro,TX,TX
41700,"San Antonio-New Braunfels, TX",metro,TX,TX
41740,"San Diego-Chula Vista-Carlsbad, CA",metro,CA,CA
41760,"Sandpoint, ID",micro,ID,ID
41780,"Sandusky, OH",metro,OH,OH
41820,"Sanford, NC",micro,NC,NC
41860,"San Francisco-Oakland-Fremont, CA",metro,CA,CA
41940,"San Jose-Sunnyvale-Santa Clara, CA",metro,CA,CA
41980,"San Juan-Bayamón-Caguas, PR",metro,PR,PR
42020,"San Luis Obispo-Paso Robles, CA",metro,CA,CA
42100,"Santa Cruz-Watsonville, CA",metro,CA,CA
42140,"Santa Fe, NM",metro,NM,NM
42200,"Santa Maria-Santa Barbara, CA",metro,CA,CA
42220,"Santa Rosa-Petaluma, CA",metro,CA,CA
42300,"Sault Ste. Marie, MI",micro,MI,MI
42340,"Savannah, GA",metro,GA,GA
42380,"Sayre, PA",micro,PA,PA
42420,"Scottsbluff, NE",micro,NE,NE
42460,"Scottsboro, AL",micro,AL,AL
42540,"Scranton--Wilkes-Barre, PA",metro,PA,PA
42580,"Seaford, DE",micro,DE,DE
42620,"Searcy, AR",micro,AR,AR
42660,"Seattle-Tacoma-Bellevue, WA",metro,WA,WA
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",metro,FL,FL
42700,"Sebring, FL",metro,FL,FL
42740,"Sedalia, MO",micro,MO,MO
42780,"Selinsgrove, PA",micro,PA,PA
42820,"Selma, AL",micro,AL,AL
42860,"Seneca, SC",micro,SC,SC
42900,"Seneca Falls, NY",micro,NY,NY
42940,"Sevierville, TN",micro,TN,TN
42980,"Seymour, IN",micro,IN,IN
43020,"Shawano, WI",micro,WI,WI
43060,"Shawnee, OK",micro,OK,OK
43100,"Sheboygan, WI",metro,WI,WI
43140,"Shelby-Kings Mountain, NC",micro,NC,NC
43180,"Shelbyville, TN",micro,TN,TN
43220,"Shelton, WA",micro,WA,WA
43260,"Sheridan, WY",micro,WY,WY
43300,"Sherman-Denison, TX",metro,TX,TX
43320,"Show Low, AZ",micro,AZ,AZ
43340,"Shreveport-Bossier City, LA",metro,LA,LA
43380,"Sidney, OH",micro,OH,OH
43420,"Sierra Vista-Douglas, AZ",metro,AZ,AZ
43460,"Sikeston, MO",micro,MO,MO
43500,"Silver City, NM",micro,NM,NM
43580,"Sioux City, IA-NE-SD",metro,IA,IA-NE-SD
43620,"Sioux Falls, SD-MN",metro,SD,SD-MN
43640,"Slidell-Mandeville-Covington, LA",metro,LA,LA
43660,"Snyder, TX",micro,TX,TX
43700,"Somerset, KY",micro,KY,KY
43740,"Somerset, PA",micro,PA,PA
43760,"Sonora, CA",micro,CA,CA
43780,"South Bend-Mishawaka, IN-MI",metro,IN,IN-MI
43890,"Sparta, WI",micro,WI,WI
43900,"Spartanburg, SC",metro,SC,SC
43940,"Spearfish, SD",micro,SD,SD
43980,"Spencer, IA",micro,IA,IA
44020,"Spirit Lake, IA",micro,IA,IA
44060,"Spokane-Spokane Valley, WA",metro,WA,WA
44100,"Springfield, IL",metro,IL,IL
44140,"Springfield, MA",metro,MA,MA
44180,"Springfield, MO",metro,MO,MO
44220,"Springfield, OH",metro,OH,OH
44260,"Starkville, MS",micro,MS,MS
44300,"State College, PA",metro,PA,PA
44340,"Statesboro, GA",micro,GA,GA
44420,"Staunton-Stuarts Draft, VA",metro,VA,VA
44460,"Steamboat Springs, CO",micro,CO,CO
44500,"Stephenville, TX",micro,TX,TX
44540,"Sterling, CO",micro,CO,CO
44580,"Sterling, IL",micro,IL,IL
44620,"Stevens Point-Plover, WI",micro,WI,WI
44660,"Stillwater, OK",micro,OK,OK
44700,"Stockton-Lodi, CA",metro,CA,CA
44740,"Storm Lake, IA",micro,IA,IA
44780,"Sturgis, MI",micro,MI,MI
44860,"Sulphur Springs, TX",micro,TX,TX
44900,"Summerville, GA",micro,GA,GA
44940,"Sumter, SC",metro,SC,SC
44980,"Sunbury, PA",micro,PA,PA
45000,"Susanville, CA",micro,CA,CA
45020,"Sweetwater, TX",micro,TX,TX
45060,"Syracuse, NY",metro,NY,NY
45140,"Tahlequah, OK",micro,OK,OK
45180,"Talladega-Sylacauga, AL",micro,AL,AL
45220,"Tallahassee, FL",metro,FL,FL
45300,"Tampa-St. Petersburg-Clearwater, FL",metro,FL,FL
45340,"Taos, NM",micro,NM,NM
45380,"Taylorville, IL",micro,IL,IL
45460,"Terre Haute, IN",metro,IN,IN
45500,"Texarkana, TX-AR",metro,TX,TX-AR
45520,"The Dalles, OR",micro,OR,OR
45580,"Thomaston, GA",micro,GA,GA
45620,"Thomasville, GA",micro,GA,GA
45660,"Tiffin, OH",micro,OH,OH
45700,"Tifton, GA",micro,GA,GA
45740,"Toccoa, GA",micro,GA,GA
45780,"Toledo, OH",metro,OH,OH
45820,"Topeka, KS",metro,KS,KS
45860,"Torrington, CT",micro,CT,CT
45880,"Town of Pecos, TX",micro,TX,TX
45900,"Traverse City, MI",metro,MI,MI
45940,"Trenton-Princeton, NJ",metro,NJ,NJ
45980,"Troy, AL",micro,AL,AL
46020,"Truckee-Grass Valley, CA",micro,CA,CA
46060,"Tucson, AZ",metro,AZ,AZ
46100,"Tullahoma-Manchester, TN",micro,TN,TN
46140,"Tulsa, OK",metro,OK,OK
46180,"Tupelo, MS",micro,MS,MS
46220,"Tuscaloosa, AL",metro,AL,AL
46300,"Twin Falls, ID",metro,ID,ID
46340,"Tyler, TX",metro,TX,TX
46380,"Ukiah, CA",micro,CA,CA
46460,"Union City, TN",micro,TN,TN
46500,"Urbana, OH",micro,OH,OH
46520,"Urban Honolulu, HI",metro,HI,HI
46540,"Utica-Rome, NY",metro,NY,NY
46580,"Utuado, PR",micro,PR,PR
46620,"Uvalde, TX",micro,TX,TX
46660,"Valdosta, GA",metro,GA,GA
46700,"Vallejo, CA",metro,CA,CA
46780,"Van Wert, OH",micro,OH,OH
46820,"Vermillion, SD",micro,SD,SD
46860,"Vernal, UT",micro,UT,UT
46900,"Vernon, TX",micro,TX,TX
46980,"Vicksburg, MS",micro,MS,MS
47020,"Victoria, TX",metro,TX,TX
47080,"Vidalia, GA",micro,GA,GA
47180,"Vincennes, IN",micro,IN,IN
47220,"Vineland, NJ",metro,NJ,NJ
47240,"Vineyard Haven, MA",micro,MA,MA
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",metro,VA,VA-NC
47300,"Visalia, CA",metro,CA,CA
47340,"Wabash, IN",micro,IN,IN
47380,"Waco, TX",metro,TX,TX
47420,"Wahpeton, ND-MN",micro,ND,ND-MN
47460,"Walla Walla, WA",metro,WA,WA
47540,"Wapakoneta, OH",micro,OH,OH
47580,"Warner Robins, GA",metro,GA,GA
47620,"Warren, PA",micro,PA,PA
47660,"Warrensburg, MO",micro,MO,MO
47700,"Warsaw, IN",micro,IN,IN
47780,"Washington, IN",micro,IN,IN
47820,"Washington, NC",micro,NC,NC
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro,DC,DC-VA-MD-WV
47920,"Washington Court House, OH",micro,OH,OH
47930,"Waterbury-Shelton, CT",metro,CT,CT
47940,"Waterloo-Cedar Falls, IA",metro,IA,IA
47980,"Watertown, SD",micro,SD,SD
48020,"Watertown-Fort Atkinson, WI",micro,WI,WI
48060,"Watertown-Fort Drum, NY",metro,NY,NY
48140,"Wausau, WI",metro,WI,WI
48180,"Waycross, GA",micro,GA,GA
48200,"Waynesville, NC",micro,NC,NC
48220,"Weatherford, OK",micro,OK,OK
48260,"Weirton-Steubenville, WV-OH",metro,WV,WV-OH
48300,"Wenatchee-East Wenatchee, WA",metro,WA,WA
48460,"West Plains, MO",micro,MO,MO
48540,"Wheeling, WV-OH",metro,WV,WV-OH
48580,"Whitewater-Elkhorn, WI",micro,WI,WI
48620,"Wichita, KS",metro,KS,KS
48660,"Wichita Falls, TX",metro,TX,TX
48680,"Wildwood-The Villages, FL",metro,FL,FL
48700,"Williamsport, PA",metro,PA,PA
48780,"Williston, ND",micro,ND,ND
48820,"Willmar, MN",micro,MN,MN
48900,"Wilmington, NC",metro,NC,NC
48940,"Wilmington, OH",micro,OH,OH
48980,"Wilson, NC",micro,NC,NC
49010,"Winchester, TN",micro,TN,TN
49020,"Winchester, VA-WV",metro,VA,VA-WV
49080,"Winnemucca, NV",micro,NV,NV
49100,"Winona, MN",micro,MN,MN
49180,"Winston-Salem, NC",metro,NC,NC
49220,"Wisconsin Rapids-Marshfield, WI",micro,WI,WI
49260,"Woodward, OK",micro,OK,OK
49300,"Wooster, OH",micro,OH,OH
49340,"Worcester, MA",metro,MA,MA
49380,"Worthington, MN",micro,MN,MN
49420,"Yakima, WA",metro,WA,WA
49460,"Yankton, SD",micro,SD,SD
49620,"York-Hanover, PA",metro,PA,PA
49660,"Youngstown-Warren, OH",metro,OH,OH
49700,"Yuba City, CA",metro,CA,CA
49740,"Yuma, AZ",metro,AZ,AZ
49780,"Zanesville, OH",micro,OH,OH
49820,"Zapata, TX",micro,TX,TX
